id,account_age,no_of_follower,no_of_following,no_user_fav,no_list,no_tweet,num_char,num_digit,num_url,num_hashtag,num_user_mention,num_rt,is_spam
1101,3357,10784561,19,0,11758,494344,69,2,1,1,2,1,False
1102,2674,556327,16,1,432,110585,86,2,1,0,1,1,False
1103,358,2667,5002,35709,9,20670,75,0,1,1,1,3,False
1104,1832,45,13,0,5,70704,35,2,1,0,0,0,False
1105,142,2,30,13,0,828,35,2,2,0,0,0,False
1106,1,16,638,8,0,2,75,0,1,1,1,3,False
1107,3327,1675798,362,95,2456,196787,92,0,1,0,0,3,False
1108,48,45,128,1128,0,1953,66,2,0,0,1,0,False
1109,1610,39,210,2431,4,1304,60,6,1,0,0,0,False
1110,3351,2848480,606,17,4461,454649,60,0,1,2,1,2,False
1111,1478,15818,117,36,331,37786,47,0,2,1,0,0,False
1112,3209,222,268,199,3,6271,60,2,1,3,1,1,False
1113,3327,1675798,362,95,2456,196787,55,2,2,2,0,1,False
1114,3435,4865073,194,103,5247,224625,56,4,1,1,1,1,False
1115,2172,34478,261,1,167,24768,54,4,1,1,0,1,False
1116,1793,71101,319,25,457,115207,58,0,1,2,0,2,False
1117,3360,6437128,737,3056,6533,496350,67,0,1,3,0,7,False
1118,157,1702,2324,40,0,7639,44,0,1,0,0,0,False
1119,1336,1726,255,8,58,28276,18,0,1,2,0,0,False
1120,1173,82,323,455,5,7479,61,10,1,0,0,0,False
1121,2151,2387,4003,1328,35,6891,56,0,1,4,1,4,False
1122,494,193,1118,7715,3,21894,22,0,2,2,1,5,False
1123,2885,9979,11088,14506,86,22145,57,0,2,0,1,13,False
1124,1713,1478,4989,19699,0,14674,22,0,2,2,1,5,False
1125,3416,1469,34,11,32,7544,16,0,1,0,0,0,False
1126,1040,13,214,1,0,7876,37,0,1,0,0,0,False
1127,1504,89200,393,347,341,71959,56,0,1,4,1,4,False
1128,3360,6437132,737,3056,6533,496351,43,0,2,4,0,4,False
1129,3241,943,238,104,12,7790,48,4,1,0,0,0,False
1130,3357,10784565,19,0,11758,494346,14,0,3,1,0,0,False
1131,731,7507,1190,128437,149,369902,22,0,2,2,1,5,False
1132,667,33,150,133,0,148,22,0,2,2,1,5,False
1133,3498,4020444,107,40,2610,291057,20,0,2,2,0,5,False
1134,3262,1598,399,534,155,357556,57,0,2,0,1,13,False
1135,2218,884,938,7745,11,21901,56,0,1,0,0,0,False
1136,15,0,80,50,0,40,60,0,1,1,2,16,False
1137,3650,1599,2235,8589,48,13260,56,0,1,2,0,0,True
1138,3352,5843,3505,75,190,93636,20,4,1,0,0,0,False
1139,727,1190,1,1,215,1856965,55,4,1,0,0,0,False
1140,519,598,659,3392,1,1350,54,0,1,1,0,0,False
1141,3106,810,2047,66,20,6009,19,0,1,1,0,0,False
1142,2625,70,44,37,0,577366,55,4,1,0,0,0,False
1143,2596,55,85,375,3,4157,38,0,2,2,1,174,False
1144,102,35,209,1808,0,1747,23,0,1,0,1,0,False
1145,102,35,209,1808,0,1747,49,0,1,0,1,0,False
1146,102,35,209,1808,0,1747,20,0,1,0,1,0,False
1147,102,35,209,1808,0,1747,28,0,1,0,1,0,False
1148,102,35,209,1808,0,1747,28,0,1,0,1,0,False
1149,0,2,22,4,0,172,27,0,1,0,1,0,False
1150,0,2,22,4,0,172,5,0,1,0,1,0,False
1151,3218,374,458,642,1,1064,38,0,2,2,1,174,False
1152,3405,1367,158,10718,105,28743,50,2,1,0,1,1,False
1153,2203,6152,6446,0,24,33383,47,4,1,0,0,0,False
1154,3014,1449,2470,79709,98,125349,17,0,1,0,1,4,False
1155,3412,57323,2551,1462,364,107330,90,1,1,0,0,1,False
1156,1210,3909,2812,9601,89,72090,80,2,1,0,1,1,False
1157,241,1270,1229,85314,5,10331,39,0,1,6,1,9,False
1158,3407,559502,361,307,4656,170731,78,2,1,0,0,1,False
1159,2925,481,16,52698,179,119432,38,0,2,2,1,174,False
1160,2119,5103,270,200917,687,1630544,81,0,1,0,1,19,False
1161,2817,458,234,5412,8,12440,19,0,1,0,5,0,False
1162,3536,57142,282,118,839,80665,61,0,1,0,1,0,False
1163,2555,42,310,6815,4,5892,17,0,1,0,1,4,False
1164,3030,181,173,3059,14,33315,38,0,2,2,1,174,False
1165,1754,58,261,335,1,309,38,0,2,2,1,174,False
1166,428,96,157,132,1,151,38,0,2,2,1,174,False
1167,3165,2458,3395,4985,1634,109386,39,0,1,6,1,9,False
1168,1419,334,1508,110,2,546,38,0,2,2,1,174,False
1169,3603,2482,1651,1371,1100,150039,27,4,2,5,0,0,False
1170,160,226,724,19348,2,16502,39,0,1,6,1,9,False
1171,1369,432,1879,13475,1,28135,39,0,1,6,1,9,False
1172,3560,714039,684,601,6018,162725,80,4,1,1,0,3,False
1173,169,342,5000,93,1,8071,39,0,1,6,1,9,False
1174,2126,23779,420,85,267,17636,17,0,1,0,1,4,False
1175,2831,195,84,1126,16,41280,39,0,1,6,1,9,False
1176,1250,221,1953,1019,3,2312,17,0,1,0,1,4,False
1177,1250,221,1953,1019,3,2312,60,0,1,0,1,1,False
1178,1013,229,616,606,77,41294,34,4,2,0,0,0,False
1179,208,53,11,63,1,2159,60,4,2,0,0,0,False
1180,1503,89199,393,347,341,71959,39,0,1,6,1,9,True
1181,3351,5843,3505,75,190,93636,20,4,1,0,0,0,False
1182,2054,4269,1030,2956,184,17860,15,0,1,0,0,4,False
1183,1023,127,59,276,1,679,55,2,1,2,1,2,False
1184,3298,8498,280,6949,103,120277,38,0,2,2,1,174,False
1185,2831,195,84,1126,16,41280,55,2,1,2,1,2,False
1186,3139,342011,502,458,1263,500414,53,2,1,2,1,2,False
1187,3400,10550,572,678,469,36960,72,4,1,1,0,1,False
1188,2519,3295,338,14212,162,22691,42,0,1,0,2,0,False
1189,2223,1604,2073,60369,203,102856,28,4,1,0,0,0,False
1190,991,158,63,9687,1,4525,38,0,2,2,1,174,False
1191,3680,9677,1833,3111,256,60898,48,2,1,0,0,0,False
1192,112,10,21,0,0,5725,52,0,1,0,0,0,False
1193,3407,559503,361,307,4656,170731,48,2,1,0,0,1,False
1194,667,4,6,211,0,228,56,2,1,2,1,3,False
1195,2069,88,133,6884,1,2588,38,0,2,2,1,174,False
1196,1221,215,311,28896,0,2675,53,0,1,3,1,12,False
1197,2970,109,924,18504,2,6579,38,0,2,2,1,174,False
1198,2789,222,90,914,4,2085,38,0,2,2,1,174,False
1199,2005,322,498,32937,3,18048,38,0,2,2,1,174,False
1200,1021,497,112,1204,3,464,38,0,2,2,1,174,False
1201,2416,1300,898,17003,13,43140,38,0,2,2,1,174,False
1202,965,109,160,1170,0,7314,38,0,2,2,1,174,False
1203,160,226,724,19348,2,16502,38,0,2,2,1,174,False
1204,3292,3864,4265,3911,87,101695,38,0,2,2,1,174,False
1205,1967,3539,4284,2382,356,59122,34,0,2,3,0,0,False
1206,1744,185,94,731,1,9055,38,0,2,2,1,174,True
1207,3367,2027,4692,63842,145,73191,38,0,2,2,1,174,False
1208,2406,2496,2160,1424,6,10512,38,0,2,2,1,174,False
1209,509,109,54,2,3,797,81,0,1,0,1,19,False
1210,623,211,472,10475,5,22552,47,9,1,4,1,8,False
1211,1904,407,230,22711,3,22388,38,0,2,2,1,174,False
1212,1652,1239,2395,16386,102,63897,38,0,2,2,1,174,False
1213,2508,258,234,1031,1,12301,38,0,2,2,1,174,False
1214,3508,347,678,41325,24,73278,38,0,2,2,1,174,False
1215,2506,682,707,12372,4,15101,38,0,2,2,1,174,False
1216,323,19303,19469,7608,0,2767,38,0,2,2,1,174,False
1217,879,22,101,3223,0,1178,42,0,1,0,2,0,False
1218,2194,420,613,8120,4,4290,38,0,2,2,1,174,False
1219,48,23,104,134,0,468,38,0,2,2,1,174,False
1220,2815,509,2151,187,15,5715,38,0,2,2,1,174,False
1221,2924,386,76,9100,52,149899,38,0,2,2,1,174,False
1222,103,250,114,15007,0,15963,38,0,2,2,1,174,False
1223,3378,1577,518,35032,45,47662,38,0,2,2,1,174,False
1224,1769,95,397,870,2,3629,38,0,2,2,1,174,False
1225,2370,19332,7823,18408,52,79269,38,0,2,2,1,174,False
1226,2266,1187,879,49113,32,91861,38,0,2,2,1,174,False
1227,1733,205,1055,2148,0,3468,38,0,2,2,1,174,False
1228,1235,10657,987,113452,1172,422976,38,0,2,2,1,174,False
1229,941,3755,2322,13280,10,16824,38,0,2,2,1,174,False
1230,2970,44,17,1339,9,5017,56,2,1,2,1,3,False
1231,3366,576744,20,2,995,387922,54,2,1,2,0,3,False
1232,388,25,70,5425,0,2132,38,0,2,2,1,174,False
1233,3251,1140,1965,25701,51,60589,38,0,2,2,1,174,False
1234,2630,194,566,592,1,1266,38,0,2,2,1,174,False
1235,1060,88,672,920,1,492,38,0,2,2,1,174,False
1236,2548,1041,1010,4332,6,42038,38,0,2,2,1,174,False
1237,3336,619,452,637,12,16357,38,0,2,2,1,174,False
1238,2213,69009,31903,25235,235,151156,38,0,2,2,1,174,False
1239,365,8,68,2299,0,595,38,0,2,2,1,174,False
1240,932,110,468,205998,1,23886,38,0,2,2,1,174,False
1241,1836,167,367,2072,2,2571,38,0,2,2,1,174,False
1242,1000,1297,1274,2240,0,8413,38,0,2,2,1,174,False
1243,3353,272,277,2567,6,19806,38,0,2,2,1,174,False
1244,1902,517,300,2859,13,35212,38,0,2,2,1,174,False
1245,2846,198,446,893,0,46158,38,0,2,2,1,174,False
1246,2197,512,490,4584,7,135104,38,0,2,2,1,174,False
1247,2384,777,315,1029,16,10635,36,0,2,5,0,0,False
